level_shift,span,tail_anchor,jo_kc_tail,total_A,total_B,total_C,gap_A_minus_B,gap_A_minus_C,gap_B_minus_C,demand_A,demand_B,demand_C,activation_B,activation_C,withdrawal_C
-0.85,0.2,1.14,"[0.15591692307692306, 0.2813169230769231, 0.07611692307692311, 0.36111692307692306, 0.0, 0.2015169230769231, 0.1331169230769231, 0.31551692307692303, 0.019116923076923094, 0.15591692307692306, 0.23571692307692307, 0.0989169230769231, 0.3839169230769231, 0.0, 0.24711692307692312, 0.15591692307692306, 0.2813169230769231, 0.07611692307692311, 0.36111692307692306, 0.0, 0.2015169230769231, 0.1331169230769231, 0.31551692307692303, 0.019116923076923094, 0.15591692307692306, 0.23571692307692307, 0.0989169230769231, 0.3839169230769231, 0.0, 0.24711692307692312, 0.15591692307692306, 0.2813169230769231, 0.07611692307692311, 0.36111692307692306, 0.0, 0.2015169230769231, 0.1331169230769231, 0.31551692307692303, 0.019116923076923094, 0.15591692307692306, 0.23571692307692307, 0.0989169230769231, 0.3839169230769231, 0.0, 0.24711692307692312, 0.15591692307692306, 0.2813169230769231, 0.07611692307692311, 0.36111692307692306, 0.0, 0.2015169230769231, 0.1331169230769231, 0.31551692307692303, 0.019116923076923094, 0.15591692307692306, 0.23571692307692307, 0.0989169230769231, 0.3839169230769231, 0.0, 0.24711692307692312, 0.15591692307692306, 0.2813169230769231, 0.07611692307692311, 0.36111692307692306, 0.0]",36629.280567255424,36629.280567255424,37837.719963868076,0.0,-1208.4393966126518,-1208.4393966126518,4901.267365046681,4901.267365046681,4901.340484601655,0,1,14
-0.8,0.2,1.14,"[0.212916923076923, 0.338316923076923, 0.13311692307692302, 0.418116923076923, 0.030516923076923008, 0.258516923076923, 0.19011692307692302, 0.37251692307692297, 0.07611692307692301, 0.212916923076923, 0.29271692307692304, 0.155916923076923, 0.44091692307692304, 0.0, 0.30411692307692306, 0.212916923076923, 0.338316923076923, 0.13311692307692302, 0.418116923076923, 0.030516923076923008, 0.258516923076923, 0.19011692307692302, 0.37251692307692297, 0.07611692307692301, 0.212916923076923, 0.29271692307692304, 0.155916923076923, 0.44091692307692304, 0.0, 0.30411692307692306, 0.212916923076923, 0.338316923076923, 0.13311692307692302, 0.418116923076923, 0.030516923076923008, 0.258516923076923, 0.19011692307692302, 0.37251692307692297, 0.07611692307692301, 0.212916923076923, 0.29271692307692304, 0.155916923076923, 0.44091692307692304, 0.0, 0.30411692307692306, 0.212916923076923, 0.338316923076923, 0.13311692307692302, 0.418116923076923, 0.030516923076923008, 0.258516923076923, 0.19011692307692302, 0.37251692307692297, 0.07611692307692301, 0.212916923076923, 0.29271692307692304, 0.155916923076923, 0.44091692307692304, 0.0, 0.30411692307692306, 0.212916923076923, 0.338316923076923, 0.13311692307692302, 0.418116923076923, 0.030516923076923008]",37011.544744431514,36849.98739865842,37837.719963868076,161.5573457730934,-826.1752194365617,-987.7325652096551,4882.812902607439,4909.565447524302,4901.340484601655,1,1,14
-0.75,0.2,1.14,"[0.26991692307692305, 0.39531692307692307, 0.19011692307692307, 0.47511692307692305, 0.08751692307692305, 0.31551692307692303, 0.24711692307692307, 0.429516923076923, 0.13311692307692305, 0.26991692307692305, 0.3497169230769231, 0.21291692307692306, 0.4979169230769231, 0.04191692307692305, 0.36111692307692306, 0.26991692307692305, 0.39531692307692307, 0.19011692307692307, 0.47511692307692305, 0.08751692307692305, 0.31551692307692303, 0.24711692307692307, 0.429516923076923, 0.13311692307692305, 0.26991692307692305, 0.3497169230769231, 0.21291692307692306, 0.4979169230769231, 0.04191692307692305, 0.36111692307692306, 0.26991692307692305, 0.39531692307692307, 0.19011692307692307, 0.47511692307692305, 0.08751692307692305, 0.31551692307692303, 0.24711692307692307, 0.429516923076923, 0.13311692307692305, 0.26991692307692305, 0.3497169230769231, 0.21291692307692306, 0.4979169230769231, 0.04191692307692305, 0.36111692307692306, 0.26991692307692305, 0.39531692307692307, 0.19011692307692307, 0.47511692307692305, 0.08751692307692305, 0.31551692307692303, 0.24711692307692307, 0.429516923076923, 0.13311692307692305, 0.26991692307692305, 0.3497169230769231, 0.21291692307692306, 0.4979169230769231, 0.04191692307692305, 0.36111692307692306, 0.26991692307692305, 0.39531692307692307, 0.19011692307692307, 0.47511692307692305, 0.08751692307692305]",37420.7137991389,37019.52247172311,37837.719963868076,401.19132741579233,-417.0061647291732,-818.1974921449655,4862.438338115182,4899.260783973193,4901.340484601655,1,1,14
-0.7,0.2,1.14,"[0.3269169230769231, 0.4523169230769231, 0.24711692307692312, 0.532116923076923, 0.1445169230769231, 0.3725169230769231, 0.3041169230769231, 0.48651692307692307, 0.1901169230769231, 0.3269169230769231, 0.40671692307692314, 0.2699169230769231, 0.5549169230769231, 0.0989169230769231, 0.4181169230769231, 0.3269169230769231, 0.4523169230769231, 0.24711692307692312, 0.532116923076923, 0.1445169230769231, 0.3725169230769231, 0.3041169230769231, 0.48651692307692307, 0.1901169230769231, 0.3269169230769231, 0.40671692307692314, 0.2699169230769231, 0.5549169230769231, 0.0989169230769231, 0.4181169230769231, 0.3269169230769231, 0.4523169230769231, 0.24711692307692312, 0.532116923076923, 0.1445169230769231, 0.3725169230769231, 0.3041169230769231, 0.48651692307692307, 0.1901169230769231, 0.3269169230769231, 0.40671692307692314, 0.2699169230769231, 0.5549169230769231, 0.0989169230769231, 0.4181169230769231, 0.3269169230769231, 0.4523169230769231, 0.24711692307692312, 0.532116923076923, 0.1445169230769231, 0.3725169230769231, 0.3041169230769231, 0.48651692307692307, 0.1901169230769231, 0.3269169230769231, 0.40671692307692314, 0.2699169230769231, 0.5549169230769231, 0.0989169230769231, 0.4181169230769231, 0.3269169230769231, 0.4523169230769231, 0.24711692307692312, 0.532116923076923, 0.1445169230769231]",37825.87037333253,37130.028319731064,37837.719963868076,695.8420536014673,-11.849590535544849,-707.6916441370122,4841.271032434464,4889.1055776776875,4901.340484601655,1,1,14
-0.65,0.2,1.14,"[0.38391692307692304, 0.509316923076923, 0.30411692307692306, 0.589116923076923, 0.201516923076923, 0.429516923076923, 0.361116923076923, 0.543516923076923, 0.247116923076923, 0.38391692307692304, 0.463716923076923, 0.32691692307692305, 0.611916923076923, 0.155916923076923, 0.47511692307692305, 0.38391692307692304, 0.509316923076923, 0.30411692307692306, 0.589116923076923, 0.201516923076923, 0.429516923076923, 0.361116923076923, 0.543516923076923, 0.247116923076923, 0.38391692307692304, 0.463716923076923, 0.32691692307692305, 0.611916923076923, 0.155916923076923, 0.47511692307692305, 0.38391692307692304, 0.509316923076923, 0.30411692307692306, 0.589116923076923, 0.201516923076923, 0.429516923076923, 0.361116923076923, 0.543516923076923, 0.247116923076923, 0.38391692307692304, 0.463716923076923, 0.32691692307692305, 0.611916923076923, 0.155916923076923, 0.47511692307692305, 0.38391692307692304, 0.509316923076923, 0.30411692307692306, 0.589116923076923, 0.201516923076923, 0.429516923076923, 0.361116923076923, 0.543516923076923, 0.247116923076923, 0.38391692307692304, 0.463716923076923, 0.32691692307692305, 0.611916923076923, 0.155916923076923, 0.47511692307692305, 0.38391692307692304, 0.509316923076923, 0.30411692307692306, 0.589116923076923, 0.201516923076923]",38223.55057618671,37178.54402954505,37837.719963868076,1045.0065466416563,385.83061231863394,-659.1759343230224,4820.267788134608,4879.284500244351,4901.340484601655,1,1,14
-0.6,0.2,1.14,"[0.4409169230769231, 0.566316923076923, 0.36111692307692306, 0.646116923076923, 0.2585169230769231, 0.48651692307692307, 0.41811692307692305, 0.6005169230769231, 0.30411692307692306, 0.4409169230769231, 0.5207169230769231, 0.3839169230769231, 0.6689169230769231, 0.21291692307692306, 0.532116923076923, 0.4409169230769231, 0.566316923076923, 0.36111692307692306, 0.646116923076923, 0.2585169230769231, 0.48651692307692307, 0.41811692307692305, 0.6005169230769231, 0.30411692307692306, 0.4409169230769231, 0.5207169230769231, 0.3839169230769231, 0.6689169230769231, 0.21291692307692306, 0.532116923076923, 0.4409169230769231, 0.566316923076923, 0.36111692307692306, 0.646116923076923, 0.2585169230769231, 0.48651692307692307, 0.41811692307692305, 0.6005169230769231, 0.30411692307692306, 0.4409169230769231, 0.5207169230769231, 0.3839169230769231, 0.6689169230769231, 0.21291692307692306, 0.532116923076923, 0.4409169230769231, 0.566316923076923, 0.36111692307692306, 0.646116923076923, 0.2585169230769231, 0.48651692307692307, 0.41811692307692305, 0.6005169230769231, 0.30411692307692306, 0.4409169230769231, 0.5207169230769231, 0.3839169230769231, 0.6689169230769231, 0.21291692307692306, 0.532116923076923, 0.4409169230769231, 0.566316923076923, 0.36111692307692306, 0.646116923076923, 0.2585169230769231]",38613.84611951261,37166.48873724433,37816.68824896582,1447.3573822682738,797.157870546791,-650.1995117214828,4799.427357992474,4869.781381643633,4901.340484601655,1,1,14
-0.5,0.2,1.14,"[0.5549169230769231, 0.680316923076923, 0.47511692307692305, 0.760116923076923, 0.372516923076923, 0.6005169230769231, 0.532116923076923, 0.7145169230769229, 0.418116923076923, 0.5549169230769231, 0.6347169230769231, 0.4979169230769231, 0.7829169230769231, 0.32691692307692305, 0.646116923076923, 0.5549169230769231, 0.680316923076923, 0.47511692307692305, 0.760116923076923, 0.372516923076923, 0.6005169230769231, 0.532116923076923, 0.7145169230769229, 0.418116923076923, 0.5549169230769231, 0.6347169230769231, 0.4979169230769231, 0.7829169230769231, 0.32691692307692305, 0.646116923076923, 0.5549169230769231, 0.680316923076923, 0.47511692307692305, 0.760116923076923, 0.372516923076923, 0.6005169230769231, 0.532116923076923, 0.7145169230769229, 0.418116923076923, 0.5549169230769231, 0.6347169230769231, 0.4979169230769231, 0.7829169230769231, 0.32691692307692305, 0.646116923076923, 0.5549169230769231, 0.680316923076923, 0.47511692307692305, 0.760116923076923, 0.372516923076923, 0.6005169230769231, 0.532116923076923, 0.7145169230769229, 0.418116923076923, 0.5549169230769231, 0.6347169230769231, 0.4979169230769231, 0.7829169230769231, 0.32691692307692305, 0.646116923076923, 0.5549169230769231, 0.680316923076923, 0.47511692307692305, 0.760116923076923, 0.372516923076923]",39372.645522418716,36948.5273657497,37697.669349701355,2424.118156669014,1674.976172717361,-749.141983951653,4758.230004745641,4851.669328199546,4901.340484601655,1,1,14
-0.4,0.2,1.14,"[0.668916923076923, 0.794316923076923, 0.589116923076923, 0.874116923076923, 0.486516923076923, 0.7145169230769229, 0.6461169230769229, 0.8285169230769229, 0.5321169230769229, 0.668916923076923, 0.7487169230769231, 0.611916923076923, 0.8969169230769231, 0.44091692307692304, 0.760116923076923, 0.668916923076923, 0.794316923076923, 0.589116923076923, 0.874116923076923, 0.486516923076923, 0.7145169230769229, 0.6461169230769229, 0.8285169230769229, 0.5321169230769229, 0.668916923076923, 0.7487169230769231, 0.611916923076923, 0.8969169230769231, 0.44091692307692304, 0.760116923076923, 0.668916923076923, 0.794316923076923, 0.589116923076923, 0.874116923076923, 0.486516923076923, 0.7145169230769229, 0.6461169230769229, 0.8285169230769229, 0.5321169230769229, 0.668916923076923, 0.7487169230769231, 0.611916923076923, 0.8969169230769231, 0.44091692307692304, 0.760116923076923, 0.668916923076923, 0.794316923076923, 0.589116923076923, 0.874116923076923, 0.486516923076923, 0.7145169230769229, 0.6461169230769229, 0.8285169230769229, 0.5321169230769229, 0.668916923076923, 0.7487169230769231, 0.611916923076923, 0.8969169230769231, 0.44091692307692304, 0.760116923076923, 0.668916923076923, 0.794316923076923, 0.589116923076923, 0.874116923076923, 0.486516923076923]",40102.980597531496,36710.4792474555,37578.650450436886,3392.501350075996,2524.33014709461,-868.1712029813862,4717.668829246588,4834.659044297219,4901.340484601655,1,1,14
-0.3,0.2,1.14,"[0.782916923076923, 0.908316923076923, 0.703116923076923, 0.988116923076923, 0.600516923076923, 0.8285169230769229, 0.760116923076923, 0.9425169230769229, 0.6461169230769229, 0.782916923076923, 0.8627169230769229, 0.725916923076923, 1.010916923076923, 0.554916923076923, 0.874116923076923, 0.782916923076923, 0.908316923076923, 0.703116923076923, 0.988116923076923, 0.600516923076923, 0.8285169230769229, 0.760116923076923, 0.9425169230769229, 0.6461169230769229, 0.782916923076923, 0.8627169230769229, 0.725916923076923, 1.010916923076923, 0.554916923076923, 0.874116923076923, 0.782916923076923, 0.908316923076923, 0.703116923076923, 0.988116923076923, 0.600516923076923, 0.8285169230769229, 0.760116923076923, 0.9425169230769229, 0.6461169230769229, 0.782916923076923, 0.8627169230769229, 0.725916923076923, 1.010916923076923, 0.554916923076923, 0.874116923076923, 0.782916923076923, 0.908316923076923, 0.703116923076923, 0.988116923076923, 0.600516923076923, 0.8285169230769229, 0.760116923076923, 0.9425169230769229, 0.6461169230769229, 0.782916923076923, 0.8627169230769229, 0.725916923076923, 1.010916923076923, 0.554916923076923, 0.874116923076923, 0.782916923076923, 0.908316923076923, 0.703116923076923, 0.988116923076923, 0.600516923076923]",40805.55086153878,36481.092603533434,37459.63155117242,4324.458258005347,3345.919310366364,-978.5389476389828,4677.73416585237,4818.653177167184,4901.340484601655,1,1,14
-0.2,0.2,1.14,"[0.8969169230769231, 1.0223169230769231, 0.8171169230769231, 1.102116923076923, 0.7145169230769229, 0.942516923076923, 0.8741169230769231, 1.056516923076923, 0.760116923076923, 0.8969169230769231, 0.976716923076923, 0.8399169230769231, 1.1249169230769231, 0.6689169230769231, 0.9881169230769231, 0.8969169230769231, 1.0223169230769231, 0.8171169230769231, 1.102116923076923, 0.7145169230769229, 0.942516923076923, 0.8741169230769231, 1.056516923076923, 0.760116923076923, 0.8969169230769231, 0.976716923076923, 0.8399169230769231, 1.1249169230769231, 0.6689169230769231, 0.9881169230769231, 0.8969169230769231, 1.0223169230769231, 0.8171169230769231, 1.102116923076923, 0.7145169230769229, 0.942516923076923, 0.8741169230769231, 1.056516923076923, 0.760116923076923, 0.8969169230769231, 0.976716923076923, 0.8399169230769231, 1.1249169230769231, 0.6689169230769231, 0.9881169230769231, 0.8969169230769231, 1.0223169230769231, 0.8171169230769231, 1.102116923076923, 0.7145169230769229, 0.942516923076923, 0.8741169230769231, 1.056516923076923, 0.760116923076923, 0.8969169230769231, 0.976716923076923, 0.8399169230769231, 1.1249169230769231, 0.6689169230769231, 0.9881169230769231, 0.8969169230769231, 1.0223169230769231, 0.8171169230769231, 1.102116923076923, 0.7145169230769229]",41481.038381083854,36259.61723288408,37340.61265190795,5221.421148199777,4140.425729175906,-1080.9954190238714,4638.41618100038,4803.565478709472,4901.340484601655,1,1,14
-0.1,0.2,1.14,"[1.010916923076923, 1.136316923076923, 0.9311169230769231, 1.2161169230769229, 0.828516923076923, 1.056516923076923, 0.988116923076923, 1.170516923076923, 0.874116923076923, 1.010916923076923, 1.0907169230769231, 0.9539169230769231, 1.2389169230769228, 0.7829169230769231, 1.102116923076923, 1.010916923076923, 1.136316923076923, 0.9311169230769231, 1.2161169230769229, 0.828516923076923, 1.056516923076923, 0.988116923076923, 1.170516923076923, 0.874116923076923, 1.010916923076923, 1.0907169230769231, 0.9539169230769231, 1.2389169230769228, 0.7829169230769231, 1.102116923076923, 1.010916923076923, 1.136316923076923, 0.9311169230769231, 1.2161169230769229, 0.828516923076923, 1.056516923076923, 0.988116923076923, 1.170516923076923, 0.874116923076923, 1.010916923076923, 1.0907169230769231, 0.9539169230769231, 1.2389169230769228, 0.7829169230769231, 1.102116923076923, 1.010916923076923, 1.136316923076923, 0.9311169230769231, 1.2161169230769229, 0.828516923076923, 1.056516923076923, 0.988116923076923, 1.170516923076923, 0.874116923076923, 1.010916923076923, 1.0907169230769231, 0.9539169230769231, 1.2389169230769228, 0.7829169230769231, 1.102116923076923, 1.010916923076923, 1.136316923076923, 0.9311169230769231, 1.2161169230769229, 0.828516923076923]",42130.11350472598,36045.387959351145,37221.59375264348,6084.725545374837,4908.519752082502,-1176.2057932923344,4599.705506291472,4789.319323463081,4901.340484601655,1,1,14
0.0,0.2,1.14,"[1.124916923076923, 1.2503169230769229, 1.045116923076923, 1.330116923076923, 0.9425169230769229, 1.170516923076923, 1.102116923076923, 1.284516923076923, 0.988116923076923, 1.124916923076923, 1.2047169230769228, 1.067916923076923, 1.352916923076923, 0.8969169230769231, 1.2161169230769229, 1.124916923076923, 1.2503169230769229, 1.045116923076923, 1.330116923076923, 0.9425169230769229, 1.170516923076923, 1.102116923076923, 1.284516923076923, 0.988116923076923, 1.124916923076923, 1.2047169230769228, 1.067916923076923, 1.352916923076923, 0.8969169230769231, 1.2161169230769229, 1.124916923076923, 1.2503169230769229, 1.045116923076923, 1.330116923076923, 0.9425169230769229, 1.170516923076923, 1.102116923076923, 1.284516923076923, 0.988116923076923, 1.124916923076923, 1.2047169230769228, 1.067916923076923, 1.352916923076923, 0.8969169230769231, 1.2161169230769229, 1.124916923076923, 1.2503169230769229, 1.045116923076923, 1.330116923076923, 0.9425169230769229, 1.170516923076923, 1.102116923076923, 1.284516923076923, 0.988116923076923, 1.124916923076923, 1.2047169230769228, 1.067916923076923, 1.352916923076923, 0.8969169230769231, 1.2161169230769229, 1.124916923076923, 1.2503169230769229, 1.045116923076923, 1.330116923076923, 0.9425169230769229]",42753.42951564103,35837.81224441873,37102.57485337901,6915.617271222298,5650.85466226202,-1264.7626089602782,4561.592608580835,4775.846308681443,4901.340484601655,1,1,14
